id,slot,job,ja,en,description,wiki_id
23136,32,128,ＣＢサーコート+2,Cab. Surcoat +2,"{""ja""=>""<a href='http://wiki.ffo.jp/html/37095.html' target='_blank'>ＣＢサーコート+2</a><br>防161 HP+128 MP+100 STR+34 DEX+24<br>VIT+34 AGI+24 INT+24 MND+24 CHR+24<br>命中+30 攻+50 魔命+30 回避+51 魔回避+58<br>魔防+5 ヘイスト+3% 敵対心+9 被ダメージ-11%<br>かばう:被物理ダメージMP変換+38<br>ナ"", ""en""=>""<a href='http://wiki.ffo.jp/html/37095.html' target='_blank'>Cab. Surcoat +2</a><br>DEF:161 HP+128 MP+100 STR+34<br>DEX+24 VIT+34 AGI+24<br>INT+24 MND+24 CHR+24<br>Accuracy+30 Attack+50<br>Magic Accuracy+30<br>Evasion+51 Magic Evasion+58<br>\""Magic Def. Bonus\""+5<br>Haste+3% Enmity+9<br>Damage taken -11%<br>\""Cover\"": Physical damage converted<br>to MP +38<br>PLD"", ""raw""=>""防161 HP+128 MP+100 STR+34 DEX+24\nVIT+34 AGI+24 INT+24 MND+24 CHR+24\n命中+30 攻+50 魔命+30 回避+51 魔回避+58\n魔防+5 ヘイスト+3% 敵対心+9 被ダメージ-11%\nかばう:被物理ダメージMP変換+38""}",37095
23137,32,256,ＦＬキュイラス+2,Fall. Cuirass +2,"{""ja""=>""<a href='http://wiki.ffo.jp/html/37097.html' target='_blank'>ＦＬキュイラス+2</a><br>防156 HP+93 MP+65 STR+37 DEX+27<br>VIT+34 AGI+24 INT+27 MND+27 CHR+24<br>命中+38 攻+67 魔命+30 魔攻+53 回避+51<br>魔回避+58 魔防+5 ヘイスト+3%<br>ファストキャスト+7% ウェポンスキルの命中+24 <br>暗"", ""en""=>""<a href='http://wiki.ffo.jp/html/37097.html' target='_blank'>Fall. Cuirass +2</a><br>DEF:156 HP+93 MP+65 STR+37<br>DEX+27 VIT+34 AGI+24<br>INT+27 MND+27 CHR+24<br>Accuracy+38 Attack+67<br>Magic Accuracy+30<br>Evasion+51 Magic Evasion+58<br>\""Magic Atk. Bonus\""+53<br>\""Magic Def. Bonus\""+5<br>Haste+3% \""Fast Cast\""+7%<br>Weapon skill accuracy +24<br>DRK"", ""raw""=>""防156 HP+93 MP+65 STR+37 DEX+27\nVIT+34 AGI+24 INT+27 MND+27 CHR+24\n命中+38 攻+67 魔命+30 魔攻+53 回避+51\n魔回避+58 魔防+5 ヘイスト+3%\nファストキャスト+7% ウェポンスキルの命中+24 ""}",37097
23138,32,512,ＡＫジャック+2,An. Jackcoat +2,"{""ja""=>""<a href='http://wiki.ffo.jp/html/37099.html' target='_blank'>ＡＫジャック+2</a><br>防143 HP+69 MP+54 STR+33 DEX+38<br>VIT+29 AGI+33 INT+32 MND+28 CHR+28<br>命中+30 攻+50 魔命+30 回避+59 魔回避+74<br>魔防+7 ヘイスト+4% あやつる+14<br>いたわる性能アップ3<br>ペット:ダブルアタック+3% ヘイスト+6%<br>獣"", ""en""=>""<a href='http://wiki.ffo.jp/html/37099.html' target='_blank'>An. Jackcoat +2</a><br>DEF:143 HP+69 MP+54 STR+33<br>DEX+38 VIT+29 AGI+33<br>INT+32 MND+28 CHR+28<br>Accuracy+30 Attack+50<br>Magic Accuracy+30<br>Evasion+59 Magic Evasion+74<br>\""Magic Def. Bonus\""+7<br>Haste+4% \""Charm\""+14<br>Augments \""Reward\"" III<br>Pet: \""Double Attack\""+3% Haste+6%<br>BST"", ""raw""=>""防143 HP+69 MP+54 STR+33 DEX+38\nVIT+29 AGI+33 INT+32 MND+28 CHR+28\n命中+30 攻+50 魔命+30 回避+59 魔回避+74\n魔防+7 ヘイスト+4% あやつる+14\nいたわる性能アップ3\nペット:ダブルアタック+3% ヘイスト+6%""}",37099
23139,32,1024,ＢＩジュストコル+2,Bihu Jstcorps. +2,"{""ja""=>""<a href='http://wiki.ffo.jp/html/37100.html' target='_blank'>ＢＩジュストコル+2</a><br>防135 HP+79 MP+84 STR+34 DEX+36<br>VIT+34 AGI+36 INT+34 MND+33 CHR+38<br>命中+43 攻+77 魔命+44 回避+54 魔回避+90<br>魔防+7 ヘイスト+3% ウェポンスキルのダメージ+5%<br>被物理ダメージ-6%<br>詩"", ""en""=>""<a href='http://wiki.ffo.jp/html/37100.html' target='_blank'>Bihu Jstcorps. +2</a><br>DEF:135 HP+79 MP+84 STR+34<br>DEX+36 VIT+34 AGI+36<br>INT+34 MND+33 CHR+38<br>Accuracy+43 Attack+77<br>Magic Accuracy+44<br>Evasion+54 Magic Evasion+90<br>\""Magic Def. Bonus\""+7<br>Haste+3%<br>Weapon skill damage +5%<br>Physical damage taken -6%<br>BRD"", ""raw""=>""防135 HP+79 MP+84 STR+34 DEX+36\nVIT+34 AGI+36 INT+34 MND+33 CHR+38\n命中+43 攻+77 魔命+44 回避+54 魔回避+90\n魔防+7 ヘイスト+3% ウェポンスキルのダメージ+5%\n被物理ダメージ-6%""}",37100
23140,32,2048,ＡＲジャーキン+2,Arc. Jerkin +2,"{""ja""=>""<a href='http://wiki.ffo.jp/html/37103.html' target='_blank'>ＡＲジャーキン+2</a><br>防141 HP+69 MP+54 STR+32 DEX+34<br>VIT+26 AGI+38 INT+28 MND+28 CHR+28<br>飛命+30 飛攻+50 魔命+30 回避+59 魔回避+74<br>魔防+7 ヘイスト+4% 敵対心-7<br>ラピッドショット+14 ダブルショットダメージ+9<br>狩"", ""en""=>""<a href='http://wiki.ffo.jp/html/37103.html' target='_blank'>Arc. Jerkin +2</a><br>DEF:141 HP+69 MP+54 STR+32<br>DEX+34 VIT+26 AGI+38<br>INT+28 MND+28 CHR+28<br>Ranged Accuracy+30<br>Ranged Attack+50<br>Magic Accuracy+30<br>Evasion+59 Magic Evasion+74<br>\""Magic Def. Bonus\""+7<br>Haste+4% Enmity-7<br>\""Rapid Shot\""+14<br>\""Double Shot\"" damage +9<br>RNG"", ""raw""=>""防141 HP+69 MP+54 STR+32 DEX+34\nVIT+26 AGI+38 INT+28 MND+28 CHR+28\n飛命+30 飛攻+50 魔命+30 回避+59 魔回避+74\n魔防+7 ヘイスト+4% 敵対心-7\nラピッドショット+14 ダブルショットダメージ+9""}",37103
23141,32,4096,真左近士胴丸,Sakonji Domaru +2,"{""ja""=>""<a href='http://wiki.ffo.jp/html/37120.html' target='_blank'>真左近士胴丸</a><br>防155 HP+91 MP+54 STR+37 DEX+32<br>VIT+31 AGI+26 INT+26 MND+26 CHR+26<br>命中+37 攻+65 魔命+30 回避+51 魔回避+63<br>魔防+5 ヘイスト+3% ストアTP+9<br>ウェポンスキルのダメージ+5%<br>侍"", ""en""=>""<a href='http://wiki.ffo.jp/html/37120.html' target='_blank'>Sakonji Domaru +2</a><br>DEF:155 HP+91 MP+54 STR+37<br>DEX+32 VIT+31 AGI+26<br>INT+26 MND+26 CHR+26<br>Accuracy+37 Attack+65<br>Magic Accuracy+30<br>Evasion+51 Magic Evasion+63<br>\""Magic Def. Bonus\""+5<br>Haste+3% \""Store TP\""+9<br>Weapon skill damage +5%<br>SAM"", ""raw""=>""防155 HP+91 MP+54 STR+37 DEX+32\nVIT+31 AGI+26 INT+26 MND+26 CHR+26\n命中+37 攻+65 魔命+30 回避+51 魔回避+63\n魔防+5 ヘイスト+3% ストアTP+9\nウェポンスキルのダメージ+5%""}",37120
23142,32,8192,真望月鎖帷子,Mochi. Chainmail +2,"{""ja""=>""<a href='http://wiki.ffo.jp/html/37125.html' target='_blank'>真望月鎖帷子</a><br>防144 HP+69 STR+29 DEX+30 VIT+26<br>AGI+30 INT+29 MND+29 CHR+29<br>命中+41 攻+72 飛命+37 飛攻+64 魔命+30 回避+62<br>魔回避+63 魔防+5 ヘイスト+4% 二刀流+8<br>打剣+5 空蝉の術詠唱時間-12%<br>忍"", ""en""=>""<a href='http://wiki.ffo.jp/html/37125.html' target='_blank'>Mochi. Chainmail +2</a><br>DEF:144 HP+69 STR+29<br>DEX+30 VIT+26 AGI+30<br>INT+29 MND+29 CHR+29<br>Accuracy+41 Attack+72<br>Ranged Accuracy+37<br>Ranged Attack+64<br>Magic Accuracy+30<br>Evasion+62 Magic Evasion+63<br>\""Magic Def. Bonus\""+5<br>Haste+4% \""Dual Wield\""+8<br>\""Utsusemi\"" spellcasting time -12%<br>\""Daken\""+5<br>NIN"", ""raw""=>""防144 HP+69 STR+29 DEX+30 VIT+26\nAGI+30 INT+29 MND+29 CHR+29\n命中+41 攻+72 飛命+37 飛攻+64 魔命+30 回避+62\n魔回避+63 魔防+5 ヘイスト+4% 二刀流+8\n打剣+5 空蝉の術詠唱時間-12%""}",37125
23143,32,16384,ＰＴメイル+2,Ptero. Mail +2,"{""ja""=>""<a href='http://wiki.ffo.jp/html/37105.html' target='_blank'>ＰＴメイル+2</a><br>防151 HP+92 MP+54 STR+39 DEX+34<br>VIT+31 AGI+26 INT+26 MND+26 CHR+26<br>命中+30 攻+65 魔命+30 回避+66 魔回避+63<br>魔防+5 ヘイスト+3%<br>全ジャンプ:飛竜の最大HP75%分の追加ダメージ<br>飛竜:サポートジョブ能力追加<br>竜"", ""en""=>""<a href='http://wiki.ffo.jp/html/37105.html' target='_blank'>Ptero. Mail +2</a><br>DEF:151 HP+92 MP+54 STR+39<br>DEX+34 VIT+31 AGI+26<br>INT+26 MND+26 CHR+26<br>Accuracy+30 Attack+65<br>Magic Accuracy+30<br>Evasion+66 Magic Evasion+63<br>\""Magic Def. Bonus\""+5<br>Haste+3%<br>All Jumps: Adds 75% of wyvern's max HP<br>as additional damage<br>Wyvern: Adds support job abilities<br>to wyvern<br>DRG"", ""raw""=>""防151 HP+92 MP+54 STR+39 DEX+34\nVIT+31 AGI+26 INT+26 MND+26 CHR+26\n命中+30 攻+65 魔命+30 回避+66 魔回避+63\n魔防+5 ヘイスト+3%\n全ジャンプ:飛竜の最大HP75%分の追加ダメージ\n飛竜:サポートジョブ能力追加""}",37105
23144,32,32768,ＧＬダブレット+2,Glyphic Doublet +2,"{""ja""=>""<a href='http://wiki.ffo.jp/html/37106.html' target='_blank'>ＧＬダブレット+2</a><br>防133 HP+60 MP+125 STR+26 DEX+25<br>VIT+26 AGI+26 INT+34 MND+34 CHR+34<br>命中+30 攻+50 魔命+30 回避+51 魔回避+90<br>魔防+7 ヘイスト+3% 召喚獣維持費-5<br>契約の履行使用間隔II-3<br>召喚獣:ダブルアタック+10%<br>クリティカルヒット+16%<br>召"", ""en""=>""<a href='http://wiki.ffo.jp/html/37106.html' target='_blank'>Glyphic Doublet +2</a><br>DEF:133 HP+60 MP+125 STR+26<br>DEX+25 VIT+26 AGI+26<br>INT+34 MND+34 CHR+34<br>Accuracy+30 Attack+50<br>Magic Accuracy+30<br>Evasion+51 Magic Evasion+90<br>\""Magic Def. Bonus\""+7<br>Haste+3%<br>Avatar perpetuation cost -5<br>\""Blood Pact\"" ability delay II -3<br>Avatar: \""Double Attack\""+10%<br>Critical hit rate +16%<br>SMN"", ""raw""=>""防133 HP+60 MP+125 STR+26 DEX+25\nVIT+26 AGI+26 INT+34 MND+34 CHR+34\n命中+30 攻+50 魔命+30 回避+51 魔回避+90\n魔防+7 ヘイスト+3% 召喚獣維持費-5\n契約の履行使用間隔II-3\n召喚獣:ダブルアタック+10%\nクリティカルヒット+16%""}",37106
23145,32,65536,ＬＬジュバ+2,Luhlaza Jubbah +2,"{""ja""=>""<a href='http://wiki.ffo.jp/html/37109.html' target='_blank'>ＬＬジュバ+2</a><br>防145 HP+69 MP+54 STR+32 DEX+37<br>VIT+29 AGI+33 INT+28 MND+28 CHR+28<br>命中+40 攻+71 魔命+30 回避+59 魔回避+74<br>魔防+7 ヘイスト+4% ファストキャスト+8%<br>リフレシュ+2<br>青"", ""en""=>""<a href='http://wiki.ffo.jp/html/37109.html' target='_blank'>Luhlaza Jubbah +2</a><br>DEF:145 HP+69 MP+54 STR+32<br>DEX+37 VIT+29 AGI+33<br>INT+28 MND+28 CHR+28<br>Accuracy+40 Attack+71<br>Magic Accuracy+30<br>Evasion+59 Magic Evasion+74<br>\""Magic Def. Bonus\""+7<br>Haste+4% \""Fast Cast\""+8%<br>\""Refresh\""+2<br>BLU"", ""raw""=>""防145 HP+69 MP+54 STR+32 DEX+37\nVIT+29 AGI+33 INT+28 MND+28 CHR+28\n命中+40 攻+71 魔命+30 回避+59 魔回避+74\n魔防+7 ヘイスト+4% ファストキャスト+8%\nリフレシュ+2""}",37109
23146,32,131072,ＬＡフラック+2,Lanun Frac +2,"{""ja""=>""<a href='http://wiki.ffo.jp/html/37111.html' target='_blank'>ＬＡフラック+2</a><br>防141 HP+69 MP+54 STR+32 DEX+34<br>VIT+26 AGI+38 INT+31 MND+28 CHR+28<br>命中+39 飛攻+68 魔命+30 魔攻+54 回避+59<br>魔回避+74 魔防+7 ヘイスト+4%<br>ランダムディール効果+50 被物理ダメージ-5%<br>コ"", ""en""=>""<a href='http://wiki.ffo.jp/html/37111.html' target='_blank'>Lanun Frac +2</a><br>DEF:141 HP+69 MP+54 STR+32<br>DEX+34 VIT+26 AGI+38<br>INT+31 MND+28 CHR+28<br>Accuracy+39 Ranged Attack+68<br>Magic Accuracy+30<br>\""Magic Atk. Bonus\""+54<br>Evasion+59 Magic Evasion+74<br>\""Magic Def. Bonus\""+7<br>\""Random Deal\"" effect +50<br>Physical damage taken -5%<br>Haste+4%<br>COR"", ""raw""=>""防141 HP+69 MP+54 STR+32 DEX+34\nVIT+26 AGI+38 INT+31 MND+28 CHR+28\n命中+39 飛攻+68 魔命+30 魔攻+54 回避+59\n魔回避+74 魔防+7 ヘイスト+4%\nランダムディール効果+50 被物理ダメージ-5%""}",37111
23147,32,262144,ＰＩトベ+2,Pitre Tobe +2,"{""ja""=>""<a href='http://wiki.ffo.jp/html/37112.html' target='_blank'>ＰＩトベ+2</a><br>防143 HP+90 STR+29 DEX+30 VIT+26<br>AGI+30 INT+29 MND+29 CHR+29<br>命中+40 攻+71 魔命+30 回避+62 魔回避+63<br>魔防+5 ヘイスト+4%<br>オートマトン:命中+40 攻+50 飛命+40 飛攻+50<br>ストアTP+14<br>か"", ""en""=>""<a href='http://wiki.ffo.jp/html/37112.html' target='_blank'>Pitre Tobe +2</a><br>DEF:143 HP+90 STR+29<br>DEX+30 VIT+26 AGI+30<br>INT+29 MND+29 CHR+29<br>Accuracy+40 Attack+71<br>Magic Accuracy+30<br>Evasion+62 Magic Evasion+63<br>\""Magic Def. Bonus\""+5<br>Haste+4%<br>Automaton: Accuracy+40 Attack+50<br>Ranged Accuracy+40<br>Ranged Attack+50<br>\""Store TP\""+14<br>PUP"", ""raw""=>""防143 HP+90 STR+29 DEX+30 VIT+26\nAGI+30 INT+29 MND+29 CHR+29\n命中+40 攻+71 魔命+30 回避+62 魔回避+63\n魔防+5 ヘイスト+4%\nオートマトン:命中+40 攻+50 飛命+40 飛攻+50\nストアTP+14""}",37112
23148,32,524288,ＨＯカザク+2,Horos Casaque +2,"{""ja""=>""<a href='http://wiki.ffo.jp/html/37115.html' target='_blank'>ＨＯカザク+2</a><br>防143 HP+69 MP+54 STR+29 DEX+34<br>VIT+29 AGI+33 INT+28 MND+28 CHR+28<br>命中+40 攻+71 魔命+30 回避+59 魔回避+74<br>魔防+7 ヘイスト+4% トリプルアタック+3%<br>V.フラリッシュ命中+39 レジストアムネジア+30<br>被物理ダメージ-5%<br>踊"", ""en""=>""<a href='http://wiki.ffo.jp/html/37115.html' target='_blank'>Horos Casaque +2</a><br>DEF:143 HP+69 MP+54 STR+29<br>DEX+34 VIT+29 AGI+33<br>INT+28 MND+28 CHR+28<br>Accuracy+40 Attack+71<br>Magic Accuracy+30<br>Evasion+59 Magic Evasion+74<br>\""Magic Def. Bonus\""+7<br>Haste+4% \""Triple Attack\""+3%<br>\""Violent Flourish\"" accuracy +39<br>\""Resist Amnesia\""+30<br>Physical damage taken -5%<br>DNC"", ""raw""=>""防143 HP+69 MP+54 STR+29 DEX+34\nVIT+29 AGI+33 INT+28 MND+28 CHR+28\n命中+40 攻+71 魔命+30 回避+59 魔回避+74\n魔防+7 ヘイスト+4% トリプルアタック+3%\nV.フラリッシュ命中+39 レジストアムネジア+30\n被物理ダメージ-5%""}",37115
23149,32,1048576,ＰＤガウン+2,Peda. Gown +2,"{""ja""=>""<a href='http://wiki.ffo.jp/html/37119.html' target='_blank'>ＰＤガウン+2</a><br>防134 HP+89 MP+94 STR+26 DEX+26<br>VIT+26 AGI+26 INT+34 MND+34 CHR+34<br>命中+30 魔命+30 魔攻+45 回避+51 魔回避+90<br>魔防+9 回復魔法スキル+17 強化魔法スキル+17<br>ヘイスト+3% 机上演習+4 強化魔法の効果時間+8%<br>学"", ""en""=>""<a href='http://wiki.ffo.jp/html/37119.html' target='_blank'>Peda. Gown +2</a><br>DEF:134 HP+89 MP+94 STR+26<br>DEX+26 VIT+26 AGI+26<br>INT+34 MND+34 CHR+34<br>Accuracy+30 Magic Accuracy+30<br>Evasion+51 Magic Evasion+90<br>\""Magic Atk. Bonus\""+45<br>\""Magic Def. Bonus\""+9<br>Healing magic skill +17<br>Enhancing magic skill +17<br>Haste+3% \""Sublimation\""+4<br>Enhancing magic duration +8%<br>SCH"", ""raw""=>""防134 HP+89 MP+94 STR+26 DEX+26\nVIT+26 AGI+26 INT+34 MND+34 CHR+34\n命中+30 魔命+30 魔攻+45 回避+51 魔回避+90\n魔防+9 回復魔法スキル+17 強化魔法スキル+17\nヘイスト+3% 机上演習+4 強化魔法の効果時間+8%""}",37119
23150,32,2097152,ＢＡチュニック+2,Bagua Tunic +2,"{""ja""=>""<a href='http://wiki.ffo.jp/html/37123.html' target='_blank'>ＢＡチュニック+2</a><br>防139 HP+104 MP+109 STR+26 DEX+26<br>VIT+26 AGI+26 INT+34 MND+34 CHR+34<br>命中+30 魔命+30 魔攻+56 回避+51 魔回避+90<br>魔防+7 風水魔法スキル+14 ヘイスト+3%<br>風"", ""en""=>""<a href='http://wiki.ffo.jp/html/37123.html' target='_blank'>Bagua Tunic +2</a><br>DEF:139 HP+104 MP+109 STR+26<br>DEX+26 VIT+26 AGI+26<br>INT+34 MND+34 CHR+34<br>Accuracy+30 Magic Accuracy+30<br>Evasion+51 Magic Evasion+90<br>\""Magic Atk. Bonus\""+56<br>\""Magic Def. Bonus\""+7<br>Geomancy skill +14<br>Haste+3%<br>GEO"", ""raw""=>""防139 HP+104 MP+109 STR+26 DEX+26\nVIT+26 AGI+26 INT+34 MND+34 CHR+34\n命中+30 魔命+30 魔攻+56 回避+51 魔回避+90\n魔防+7 風水魔法スキル+14 ヘイスト+3%""}",37123
23151,32,4194304,ＦＵコート+2,Futhark Coat +2,"{""ja""=>""<a href='http://wiki.ffo.jp/html/37122.html' target='_blank'>ＦＵコート+2</a><br>防146 HP+109 MP+94 STR+29 DEX+34<br>VIT+29 AGI+33 INT+28 MND+28 CHR+28<br>命中+30 攻+50 魔命+30 回避+59 魔回避+74<br>魔防+7 ヘイスト+4% リエモン効果時間+4<br>リジェネ+4 被ダメージ-8%<br>剣"", ""en""=>""<a href='http://wiki.ffo.jp/html/37122.html' target='_blank'>Futhark Coat +2</a><br>DEF:146 HP+109 MP+94 STR+29<br>DEX+34 VIT+29 AGI+33<br>INT+28 MND+28 CHR+28<br>Accuracy+30 Attack+50<br>Magic Accuracy+30<br>Evasion+59 Magic Evasion+74<br>\""Magic Def. Bonus\""+7<br>Haste+4% \""Regen\""+4<br>\""Liement\"" duration +4<br>Damage taken -8%<br>RUN"", ""raw""=>""防146 HP+109 MP+94 STR+29 DEX+34\nVIT+29 AGI+33 INT+28 MND+28 CHR+28\n命中+30 攻+50 魔命+30 回避+59 魔回避+74\n魔防+7 ヘイスト+4% リエモン効果時間+4\nリジェネ+4 被ダメージ-8%""}",37122
23174,64,2,ＰＭマフラ+2,Pumm. Mufflers +2,"{""ja""=>""<a href='http://wiki.ffo.jp/html/35936.html' target='_blank'>ＰＭマフラ+2</a><br>防111 HP+55 STR+23 DEX+37 VIT+37<br>AGI+11 INT+19 MND+34 CHR+24<br>命中+38 回避+32 魔回避+53 魔防+2 ヘイスト+5%<br>敵対心+10 リタリエーション+17<br>被物理ダメージ-6%<br>コンビネーション:命中+ 飛命+ 魔命+<br>戦"", ""en""=>""<a href='http://wiki.ffo.jp/html/35936.html' target='_blank'>Pumm. Mufflers +2</a><br>DEF:111 HP+55 STR+23 DEX+37<br>VIT+37 AGI+11 INT+19 MND+34<br>CHR+24 Accuracy+38<br>Evasion+32 Magic Evasion+53<br>\""Magic Def. Bonus\""+2<br>Haste+5% Enmity+10<br>\""Retaliation\""+17<br>Physical damage taken -6%<br>Set: Increases Accuracy,<br>Ranged Accuracy, and Magic Accuracy<br>WAR"", ""raw""=>""防111 HP+55 STR+23 DEX+37 VIT+37\nAGI+11 INT+19 MND+34 CHR+24\n命中+38 回避+32 魔回避+53 魔防+2 ヘイスト+5%\n敵対心+10 リタリエーション+17\n被物理ダメージ-6%\nコンビネーション:命中+ 飛命+ 魔命+""}",35936
23175,64,4,ＡＮグローブ+2,Anchor. Gloves +2,"{""ja""=>""<a href='http://wiki.ffo.jp/html/36092.html' target='_blank'>ＡＮグローブ+2</a><br>防98 HP+80 STR+23 DEX+39 VIT+33<br>AGI+11 INT+15 MND+33 CHR+21<br>命中+38 回避+32 魔回避+36 魔防+1 ヘイスト+5%<br>モクシャ+8 ためる+8 ウェポンスキルのダメージ+5%<br>コンビネーション:命中+ 飛命+ 魔命+<br>モ"", ""en""=>""<a href='http://wiki.ffo.jp/html/36092.html' target='_blank'>Anchor. Gloves +2</a><br>DEF:98 HP+80 STR+23 DEX+39<br>VIT+33 AGI+11 INT+15 MND+33<br>CHR+21 Accuracy+38<br>Evasion+32 Magic Evasion+36<br>\""Magic Def. Bonus\""+1<br>Haste+5% \""Subtle Blow\""+8<br>\""Boost\""+8<br>Weapon skill damage +5%<br>Set: Increases Accuracy,<br>Ranged Accuracy, and Magic Accuracy<br>MNK"", ""raw""=>""防98 HP+80 STR+23 DEX+39 VIT+33\nAGI+11 INT+15 MND+33 CHR+21\n命中+38 回避+32 魔回避+36 魔防+1 ヘイスト+5%\nモクシャ+8 ためる+8 ウェポンスキルのダメージ+5%\nコンビネーション:命中+ 飛命+ 魔命+""}",36092
23176,64,8,ＴＥミトン+2,Theophany Mitts +2,"{""ja""=>""<a href='http://wiki.ffo.jp/html/36102.html' target='_blank'>ＴＥミトン+2</a><br>防93 HP+33 MP+73 STR+16 DEX+33<br>VIT+30 AGI+10 INT+24 MND+43 CHR+24<br>魔命+38 回避+32 魔回避+47 魔防+4<br>回復魔法スキル+19 ヘイスト+3% 敵対心-6<br>ケアル回復量II+2%<br>コンビネーション:命中+ 飛命+ 魔命+<br>白"", ""en""=>""<a href='http://wiki.ffo.jp/html/36102.html' target='_blank'>Theophany Mitts +2</a><br>DEF:93 HP+33 MP+73 STR+16<br>DEX+33 VIT+30 AGI+10<br>INT+24 MND+43 CHR+24<br>Magic Accuracy+38<br>Evasion+32 Magic Evasion+47<br>\""Magic Def. Bonus\""+4<br>Healing magic skill +19<br>Haste+3% Enmity-6<br>\""Cure\"" potency II +2%<br>Set: Increases Accuracy,<br>Ranged Accuracy, and Magic Accuracy<br>WHM"", ""raw""=>""防93 HP+33 MP+73 STR+16 DEX+33\nVIT+30 AGI+10 INT+24 MND+43 CHR+24\n魔命+38 回避+32 魔回避+47 魔防+4\n回復魔法スキル+19 ヘイスト+3% 敵対心-6\nケアル回復量II+2%\nコンビネーション:命中+ 飛命+ 魔命+""}",36102
23177,64,16,ＳＰグローブ+2,Spae. Gloves +2,"{""ja""=>""<a href='http://wiki.ffo.jp/html/36112.html' target='_blank'>ＳＰグローブ+2</a><br>防91 HP+33 MP+96 STR+11 DEX+33<br>VIT+30 AGI+10 INT+32 MND+38 CHR+24<br>魔命+42 魔法ダメージ+34 回避+32 魔回避+47<br>魔防+3 精霊魔法スキル+19 ヘイスト+3%<br>マジックバーストダメージII+4<br>コンビネーション:命中+ 飛命+ 魔命+<br>黒"", ""en""=>""<a href='http://wiki.ffo.jp/html/36112.html' target='_blank'>Spae. Gloves +2</a><br>DEF:91 HP+33 MP+96 STR+11<br>DEX+33 VIT+30 AGI+10<br>INT+32 MND+38 CHR+24<br>Magic Accuracy+42 Magic Damage+34<br>Evasion+32 Magic Evasion+47<br>\""Magic Def. Bonus\""+3<br>Elemental magic skill +19<br>Haste+3% Magic burst damage II +4<br>Set: Increases Accuracy,<br>Ranged Accuracy, and Magic Accuracy<br>BLM"", ""raw""=>""防91 HP+33 MP+96 STR+11 DEX+33\nVIT+30 AGI+10 INT+32 MND+38 CHR+24\n魔命+42 魔法ダメージ+34 回避+32 魔回避+47\n魔防+3 精霊魔法スキル+19 ヘイスト+3%\nマジックバーストダメージII+4\nコンビネーション:命中+ 飛命+ 魔命+""}",36112
23178,64,32,ＡＴグローブ+2,Atrophy Gloves +2,"{""ja""=>""<a href='http://wiki.ffo.jp/html/36122.html' target='_blank'>ＡＴグローブ+2</a><br>防94 HP+33 MP+21 STR+16 DEX+38<br>VIT+30 AGI+10 INT+24 MND+38 CHR+24<br>命中+43 攻+20 回避+32 魔回避+47 魔防+4<br>受け流しスキル+19 ヘイスト+3%<br>ウェポンスキルのダメージ+3%<br>強化魔法の効果時間+18%<br>コンビネーション:命中+ 飛命+ 魔命+<br>赤"", ""en""=>""<a href='http://wiki.ffo.jp/html/36122.html' target='_blank'>Atrophy Gloves +2</a><br>DEF:94 HP+33 MP+21 STR+16 DEX+38<br>VIT+30 AGI+10 INT+24 MND+38 CHR+24<br>Accuracy+43 Attack+20<br>Evasion+32 Magic Evasion+47<br>\""Magic Def. Bonus\""+4<br>Parrying skill +19 Haste+3%<br>Weapon skill damage +3%<br>Enhancing magic duration+18%<br>Set: Increases Accuracy,<br>Ranged Accuracy, and Magic Accuracy<br>RDM"", ""raw""=>""防94 HP+33 MP+21 STR+16 DEX+38\nVIT+30 AGI+10 INT+24 MND+38 CHR+24\n命中+43 攻+20 回避+32 魔回避+47 魔防+4\n受け流しスキル+19 ヘイスト+3%\nウェポンスキルのダメージ+3%\n強化魔法の効果時間+18%\nコンビネーション:命中+ 飛命+ 魔命+""}",36122
23179,64,64,ＰＬアムレット+2,Pill. Armlets +2,"{""ja""=>""<a href='http://wiki.ffo.jp/html/36262.html' target='_blank'>ＰＬアムレット+2</a><br>防99 HP+37 STR+16 DEX+40 VIT+37<br>AGI+20 INT+17 MND+35 CHR+22<br>命中+38 回避+44 魔回避+57 魔防+2 ヘイスト+5%<br>二刀流+3 だまし討ち+18<br>クリティカルヒットダメージ+3%<br>コンビネーション:命中+ 飛命+ 魔命+<br>シ"", ""en""=>""<a href='http://wiki.ffo.jp/html/36262.html' target='_blank'>Pill. Armlets +2</a><br>DEF:99 HP+37 STR+16 DEX+40<br>VIT+37 AGI+20 INT+17 MND+35<br>CHR+22 Accuracy+38<br>Evasion+44 Magic Evasion+57<br>\""Magic Def. Bonus\""+2<br>Haste+5% \""Dual Wield\""+3<br>\""Trick Attack\""+18<br>Critical hit damage +3%<br>Set: Increases Accuracy,<br>Ranged Accuracy, and Magic Accuracy<br>THF"", ""raw""=>""防99 HP+37 STR+16 DEX+40 VIT+37\nAGI+20 INT+17 MND+35 CHR+22\n命中+38 回避+44 魔回避+57 魔防+2 ヘイスト+5%\n二刀流+3 だまし討ち+18\nクリティカルヒットダメージ+3%\nコンビネーション:命中+ 飛命+ 魔命+""}",36262
